Date,Report Week,Colombo,Gampaha,Kalutara,Kandy,Matale,NuwaraEliya,Galle,Hambantota,Matara,Jaffna,Kilinochchi,Mannar,Vavuniya,Mullaitivu,Batticaloa,Ampara,Trincomalee,Kurunegala,Puttalam,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Ratnapura,Kegalle,Kalmunai,SRILANKA
2013-09-03 12:00:00,2013wk37,109,55,41,30,6,0,13,5,7,10,2,1,0,0,7,0,1,36,12,10,19,7,3,17,15,0,406
2013-09-10 12:00:00,2013wk38,55,53,31,25,4,1,16,9,8,10,0,0,0,0,0,10,1,24,9,4,9,5,2,20,16,0,312
2013-09-17 12:00:00,2013wk39,131,43,26,20,4,7,24,2,4,8,1,1,0,0,4,5,1,10,6,4,6,8,4,10,9,0,338
2013-09-24 12:00:00,2013wk40,108,50,25,16,11,4,16,4,7,7,1,2,2,0,3,8,1,31,7,13,6,6,5,18,11,1,363
2013-10-01 12:00:00,2013wk41,112,40,7,18,6,6,17,8,7,5,0,0,0,0,8,8,1,27,6,8,2,4,3,9,8,1,311
2013-10-08 12:00:00,2013wk42,57,53,14,7,0,2,4,2,4,9,0,0,1,3,5,2,0,22,5,5,10,5,2,5,13,1,231
2013-10-15 12:00:00,2013wk43,48,40,22,11,4,2,3,0,3,9,1,0,1,2,3,0,0,15,2,2,2,5,5,4,16,0,200
2013-10-22 12:00:00,2013wk44,164,49,22,17,3,4,6,7,5,19,0,2,1,0,1,2,3,21,6,8,12,7,5,19,34,1,418
2013-10-29 12:00:00,2013wk45,145,59,20,9,1,2,1,0,4,10,0,0,0,0,2,7,0,9,3,4,5,6,1,5,17,1,311
2013-11-05 12:00:00,2013wk46,177,62,23,25,10,2,13,4,6,11,0,0,0,0,2,7,1,13,10,4,11,6,4,7,16,0,414
2013-11-12 12:00:00,2013wk47,139,44,24,16,7,4,14,4,7,7,1,0,0,1,0,2,0,21,13,4,9,6,2,9,19,1,354
2013-11-19 12:00:00,2013wk48,123,36,34,17,2,5,16,5,10,10,0,0,1,2,4,1,4,17,7,1,8,10,4,18,27,4,366
2013-11-26 12:00:00,2013wk49,215,110,36,12,8,3,10,4,3,12,0,0,1,1,3,3,1,27,7,3,3,4,1,10,20,1,498
2013-12-03 12:00:00,2013wk50,254,40,37,9,11,9,10,2,11,25,0,0,0,0,6,3,0,21,8,9,10,7,4,7,12,1,496
2013-12-10 12:00:00,2013wk51,256,44,32,28,3,5,13,7,10,26,0,0,0,0,4,1,0,24,16,13,6,3,2,4,24,1,522
2013-12-17 12:00:00,2013wk52,249,23,49,18,4,6,29,6,10,19,1,0,3,0,9,5,1,15,10,11,11,5,0,8,22,0,514
2013-12-24 12:00:00,2014wk01,329,44,19,22,10,2,27,5,6,34,0,1,1,0,2,13,5,17,15,14,7,9,3,10,18,0,613
2013-12-31 12:00:00,2014wk02,244,103,48,16,8,8,17,13,10,43,1,1,1,3,5,0,3,25,22,3,9,11,5,12,18,5,634
2014-01-07 12:00:00,2014wk03,193,68,55,19,3,9,25,10,12,23,2,1,1,3,6,0,11,27,9,7,5,9,3,8,21,0,530
2014-01-14 12:00:00,2014wk04,299,87,42,9,4,1,19,5,9,10,0,0,2,3,4,0,8,22,16,13,17,3,5,17,9,3,607
2014-01-21 12:00:00,2014wk05,200,81,49,13,5,3,17,5,12,31,0,0,0,1,10,9,13,28,19,15,4,10,2,15,17,3,562
2014-01-28 12:00:00,2014wk06,142,66,16,11,3,1,18,9,7,24,0,0,0,1,12,1,7,28,14,5,0,7,2,15,6,0,395
2014-02-04 12:00:00,2014wk07,118,55,35,7,3,1,11,6,8,15,3,0,0,5,11,2,11,29,16,12,0,12,8,10,10,0,388
2014-02-11 12:00:00,2014wk08,143,52,31,13,5,2,1,5,12,27,0,0,1,3,11,1,4,28,4,6,0,9,2,11,14,3,388
2014-02-18 12:00:00,2014wk09,182,64,37,10,5,6,1,11,8,25,1,1,5,0,15,4,5,16,2,7,0,14,8,4,15,4,450
2014-02-25 12:00:00,2014wk10,136,34,19,8,8,4,8,4,3,23,1,0,1,0,13,5,15,14,4,7,0,3,1,2,11,1,325
2014-03-04 12:00:00,2014wk11,144,46,32,4,2,1,3,3,6,4,1,0,2,0,22,1,24,20,5,8,0,16,4,11,9,1,369
2014-03-11 12:00:00,2014wk12,69,34,23,13,3,2,12,3,1,12,0,0,1,3,24,2,8,14,3,4,0,2,8,9,8,6,264
2014-03-18 12:00:00,2014wk13,128,43,22,9,7,2,18,2,3,14,1,0,0,6,47,1,2,22,2,6,0,9,7,5,12,2,370
2014-03-25 12:00:00,2014wk14,60,8,18,9,4,1,3,2,1,7,0,0,0,0,39,1,27,11,6,4,0,4,2,4,8,4,223
2014-04-01 12:00:00,2014wk15,71,47,18,8,1,2,6,11,3,16,0,0,0,0,22,0,22,15,1,5,0,4,3,3,7,3,268
2014-04-08 12:00:00,2014wk16,52,16,12,6,1,2,5,2,6,7,0,0,0,0,4,0,0,1,4,1,0,1,0,1,7,0,128
2014-04-15 12:00:00,2014wk17,42,12,9,3,1,2,2,0,0,6,0,0,0,0,16,2,40,6,4,4,0,0,2,0,3,0,154
2014-04-22 12:00:00,2014wk18,159,29,47,17,4,5,8,2,4,15,0,0,0,0,24,6,26,7,10,8,0,2,1,12,24,0,410
2014-04-29 12:00:00,2014wk19,115,84,21,11,1,4,11,4,3,12,0,0,0,0,25,2,26,6,1,1,0,2,0,5,17,6,357
2014-05-06 12:00:00,2014wk20,146,31,21,5,2,3,13,1,8,11,0,0,0,0,16,1,16,7,0,1,0,1,1,6,16,5,311
2014-05-13 12:00:00,2014wk21,154,35,25,4,2,4,7,5,1,16,0,0,0,0,24,1,10,8,1,0,0,4,1,15,22,1,340
2014-05-20 12:00:00,2014wk22,329,113,37,34,2,2,20,2,6,7,0,0,0,0,17,0,15,14,7,1,0,7,4,38,41,1,697
2014-05-27 12:00:00,2014wk23,442,167,101,44,4,5,11,11,4,19,0,0,2,0,26,3,8,14,14,3,0,20,0,93,54,3,1048
2014-06-03 12:00:00,2014wk24,464,36,37,42,7,11,15,20,8,16,0,0,7,0,16,6,7,46,11,6,0,10,9,135,43,4,956
2014-06-10 12:00:00,2014wk25,381,98,70,35,10,9,36,20,20,17,0,1,12,2,20,1,16,51,11,2,0,23,8,219,70,4,1136
2014-06-17 12:00:00,2014wk26,443,193,101,75,34,14,35,19,21,26,1,2,11,3,30,1,13,66,10,6,0,16,5,234,86,3,1448
2014-06-24 12:00:00,2014wk27,491,296,97,39,14,6,36,41,14,22,0,8,3,0,11,6,7,86,38,20,4,9,6,136,56,4,1450
2014-07-01 12:00:00,2014wk28,426,114,93,37,15,4,37,12,32,52,2,4,5,1,19,2,6,66,24,10,4,8,2,98,55,2,1130
2014-07-08 12:00:00,2014wk29,440,205,78,49,19,5,33,64,23,29,0,2,2,3,15,2,7,77,25,13,12,31,9,64,52,0,1259
2014-07-15 12:00:00,2014wk30,371,91,84,63,14,14,46,18,25,33,1,4,8,0,12,1,10,66,14,8,16,8,12,89,42,0,1050
2014-07-22 12:00:00,2014wk31,203,102,66,48,15,11,35,20,28,19,4,3,0,1,10,4,0,70,11,15,10,14,9,30,37,1,766
2014-07-29 12:00:00,2014wk32,209,80,42,36,7,3,8,5,19,25,1,2,0,2,6,2,5,60,9,10,8,10,6,60,33,6,654
2014-08-05 12:00:00,2014wk33,246,54,53,55,16,3,4,7,20,29,2,1,2,1,4,1,4,54,8,5,1,11,2,58,55,0,696
2014-08-12 12:00:00,2014wk34,184,67,38,50,7,11,0,14,17,28,0,0,1,1,5,4,2,70,5,2,6,22,7,59,50,0,650
2014-08-19 12:00:00,2014wk35,161,146,43,48,4,11,0,3,17,27,0,3,1,2,9,3,0,48,2,4,2,16,8,42,34,8,642
2014-08-26 12:00:00,2014wk36,120,86,42,54,8,3,0,5,13,14,0,3,1,0,1,2,0,24,11,4,3,13,6,49,21,0,483
2014-09-02 12:00:00,2014wk37,110,68,37,40,6,2,0,11,21,28,1,6,1,0,4,0,0,24,6,4,11,8,6,7,5,4,410
2014-09-09 12:00:00,2014wk38,147,78,30,46,4,3,10,6,19,27,0,0,1,1,2,0,5,32,9,7,8,18,3,14,16,0,486
2014-09-16 12:00:00,2014wk39,158,67,29,36,11,7,3,5,26,19,3,0,1,2,3,2,3,51,11,3,2,17,5,37,21,4,526
2014-09-23 12:00:00,2014wk40,158,85,34,40,5,5,13,7,27,18,0,14,1,2,4,1,3,60,5,6,4,29,4,12,17,3,557
2014-09-30 12:00:00,2014wk41,149,115,27,39,6,2,7,4,29,29,0,11,0,0,4,0,2,42,4,1,6,20,7,29,10,2,545
2014-10-07 12:00:00,2014wk42,156,97,29,48,14,5,16,7,19,35,0,12,2,2,7,2,1,62,11,8,7,7,6,8,13,2,576
2014-10-14 12:00:00,2014wk43,176,119,36,60,11,6,5,5,32,50,1,15,0,0,7,1,3,32,11,9,10,21,3,45,12,5,675
2014-10-21 12:00:00,2014wk44,211,119,32,68,20,6,25,18,19,33,0,12,0,0,3,2,1,67,14,8,2,29,2,21,19,0,731
2014-10-28 12:00:00,2014wk45,175,31,23,48,24,5,29,13,30,65,1,16,0,3,10,2,5,46,25,10,3,29,6,31,40,0,670
2014-11-04 12:00:00,2014wk46,296,179,46,72,18,4,11,5,9,48,0,0,4,3,6,2,6,53,17,4,6,39,12,14,35,3,892
2014-11-11 12:00:00,2014wk47,343,126,40,114,5,21,20,8,23,80,0,17,0,6,20,6,10,67,43,18,10,73,11,24,15,38,1138
2014-11-18 12:00:00,2014wk48,301,123,39,118,15,5,14,14,18,83,4,37,5,2,34,3,13,75,33,10,20,35,13,36,38,80,1168
2014-11-25 12:00:00,2014wk49,428,150,40,60,19,4,17,6,20,100,2,36,5,4,30,2,15,90,39,14,8,68,8,18,17,37,1237
2014-12-02 12:00:00,2014wk50,320,117,36,114,22,9,13,16,20,93,1,22,3,10,39,3,22,78,29,14,15,51,2,11,10,34,1104
2014-12-09 12:00:00,2014wk51,326,68,60,73,30,5,13,11,24,114,2,6,7,6,39,1,19,55,27,23,10,11,11,14,15,28,998
2014-12-16 12:00:00,2014wk52,344,83,39,60,15,9,30,12,12,104,0,2,2,4,34,0,4,51,5,18,0,42,3,15,22,1,911
2014-12-23 12:00:00,2015wk01,311,160,31,94,23,7,30,12,14,105,5,18,3,1,50,1,17,43,41,22,6,54,2,20,19,63,1152
2014-12-30 12:00:00,2015wk02,259,73,79,37,20,6,25,6,19,152,3,3,2,5,31,2,16,63,35,15,3,41,8,11,16,40,970
2015-01-06 12:00:00,2015wk03,194,50,33,20,9,2,7,5,8,114,0,0,2,8,20,1,12,18,11,12,3,2,4,3,14,35,587
2015-01-13 12:00:00,2015wk04,302,45,47,43,47,4,33,11,8,119,0,5,3,5,52,2,17,40,27,19,7,38,10,20,17,55,976
2015-01-20 12:00:00,2015wk05,439,37,64,65,28,10,31,9,22,111,3,9,7,7,67,3,45,71,58,44,17,32,12,29,13,42,1275
2015-01-27 12:00:00,2015wk06,410,46,29,42,20,3,31,10,17,56,2,4,11,5,55,0,30,41,11,2,3,7,3,15,13,18,884
2015-02-03 12:00:00,2015wk07,299,74,38,28,10,6,14,4,10,53,1,6,6,1,71,0,13,26,15,11,6,15,7,23,8,29,774
2015-02-10 12:00:00,2015wk08,298,75,28,52,38,10,26,15,14,60,0,3,3,7,85,1,20,63,19,18,11,13,8,23,13,18,921
2015-02-17 12:00:00,2015wk09,142,61,37,21,16,1,24,11,7,53,1,1,3,1,69,3,18,20,29,5,14,9,8,33,14,14,615
2015-02-24 12:00:00,2015wk10,192,24,41,5,21,7,18,14,16,41,5,4,3,0,58,1,35,46,8,6,12,17,4,8,6,11,603
2015-03-03 12:00:00,2015wk11,123,26,26,6,9,4,19,3,14,29,1,0,2,2,28,1,12,30,5,9,2,6,5,18,5,10,395
2015-03-10 12:00:00,2015wk12,124,58,39,1,3,3,2,6,5,32,0,0,1,3,51,3,21,26,11,2,5,7,5,9,9,4,430
2015-03-17 12:00:00,2015wk13,102,42,16,5,6,2,0,6,13,32,2,1,3,1,32,0,6,22,1,3,2,3,4,17,9,3,333
2015-03-24 12:00:00,2015wk14,80,10,17,2,1,2,0,2,9,17,0,0,0,0,23,0,14,15,7,4,1,4,1,11,7,2,229
2015-03-31 12:00:00,2015wk15,63,64,11,7,4,2,1,6,12,13,0,0,1,0,17,0,30,17,8,3,0,10,1,7,10,2,289
2015-04-07 12:00:00,2015wk16,54,16,12,0,0,0,0,0,5,5,0,0,0,0,5,0,5,6,0,2,1,2,0,1,4,5,123
2015-04-14 12:00:00,2015wk17,56,28,11,12,1,0,0,3,7,13,0,0,1,3,18,0,9,7,2,1,0,0,2,4,5,1,184
2015-04-21 12:00:00,2015wk18,99,30,19,6,3,3,0,2,4,9,0,1,1,0,25,0,16,25,2,2,3,13,2,15,8,4,292
2015-04-28 12:00:00,2015wk19,107,22,11,13,1,2,0,1,3,6,0,0,0,0,14,1,12,3,2,1,0,3,1,5,5,0,213
2015-05-05 12:00:00,2015wk20,81,22,28,15,1,2,0,2,4,6,0,1,2,3,29,0,14,13,5,2,0,1,2,25,14,5,277
2015-05-12 12:00:00,2015wk21,80,49,19,12,0,2,0,3,9,16,0,1,3,2,16,0,9,9,12,1,2,3,3,13,13,5,282
2015-05-19 12:00:00,2015wk22,121,48,7,8,2,2,0,0,5,16,0,1,3,1,23,1,14,11,4,2,0,7,1,11,6,2,296
2015-05-26 12:00:00,2015wk23,77,21,12,17,0,0,1,0,4,14,1,0,2,3,11,0,5,15,1,0,3,4,0,5,11,3,210
2015-06-02 12:00:00,2015wk24,69,55,17,18,1,0,1,1,4,11,0,1,3,2,23,1,8,13,5,4,1,3,3,11,5,0,260
2015-06-09 12:00:00,2015wk25,125,49,11,19,3,5,8,4,3,22,1,0,1,0,22,3,12,12,4,2,1,4,3,11,8,1,335
2015-06-16 12:00:00,2015wk26,144,35,21,17,5,2,1,2,3,10,0,1,0,0,6,1,14,13,13,2,0,7,2,4,10,4,317
2015-06-23 12:00:00,2015wk27,120,30,13,12,3,1,5,2,2,14,1,0,0,11,2,1,4,13,0,2,0,6,6,13,7,5,273
2015-06-30 12:00:00,2015wk28,85,29,10,8,0,4,11,1,3,20,0,0,0,0,6,0,5,12,12,0,1,3,3,9,14,4,240
2015-07-07 12:00:00,2015wk29,156,59,27,9,1,0,5,2,2,14,1,0,2,0,27,0,8,15,4,3,0,5,1,20,8,3,372
2015-07-14 12:00:00,2015wk30,149,48,22,15,1,1,7,8,5,8,2,1,1,1,11,1,6,14,30,3,1,6,3,13,7,1,365
2015-07-21 12:00:00,2015wk31,141,39,22,13,1,6,5,8,4,14,1,0,1,4,4,0,3,17,5,1,0,4,1,9,4,1,308
2015-07-28 12:00:00,2015wk32,196,65,21,16,3,4,7,5,7,13,1,0,0,1,2,0,3,9,1,1,0,7,6,13,11,1,393
2015-08-04 12:00:00,2015wk33,177,33,23,15,2,4,14,16,10,16,4,0,2,2,7,0,2,17,3,3,0,2,2,23,8,4,389
2015-08-11 12:00:00,2015wk34,117,31,15,7,0,0,12,1,3,11,0,1,0,0,2,1,4,8,1,3,1,5,6,6,11,1,247
2015-08-18 12:00:00,2015wk35,143,39,18,6,2,1,19,4,5,5,0,0,1,0,1,1,3,11,2,3,0,3,1,8,10,0,286
2015-08-25 12:00:00,2015wk36,115,52,19,13,2,0,25,1,6,13,0,0,1,2,0,1,0,23,3,1,4,2,4,9,11,0,307
2015-09-01 12:00:00,2015wk37,116,48,24,11,0,2,11,9,4,14,0,0,1,1,1,0,2,7,1,3,1,1,0,10,4,0,271
2015-09-08 12:00:00,2015wk38,97,58,10,16,2,2,20,4,2,16,0,0,0,0,3,0,0,6,0,1,1,1,1,3,5,2,250
2015-09-15 12:00:00,2015wk39,62,14,9,11,1,1,8,0,12,13,2,0,2,0,1,0,1,8,1,4,1,3,0,9,7,4,174
2015-09-22 12:00:00,2015wk40,96,43,9,21,1,1,9,4,6,8,0,2,4,0,1,2,1,2,1,2,1,4,1,3,12,0,234
2015-09-29 12:00:00,2015wk41,100,24,13,27,0,2,21,4,10,9,0,1,4,1,4,0,0,9,1,2,1,4,1,10,12,0,260
2015-10-06 12:00:00,2015wk42,122,46,13,16,2,3,10,8,10,3,0,0,2,1,4,2,1,9,0,1,2,2,1,9,7,2,276
2015-10-13 12:00:00,2015wk43,151,19,18,39,5,2,31,9,9,14,0,0,3,0,3,0,3,11,2,4,1,8,3,8,6,1,350
2015-10-20 12:00:00,2015wk44,155,35,14,21,1,4,23,16,15,22,0,0,0,0,3,0,0,5,4,3,5,5,4,9,24,0,368
2015-10-27 12:00:00,2015wk45,182,40,50,42,0,2,16,17,28,21,3,0,4,0,9,0,1,15,4,0,4,10,5,4,9,0,466
2015-11-03 12:00:00,2015wk46,178,70,32,25,2,1,14,9,8,32,0,3,2,0,1,0,3,9,3,3,4,2,2,4,10,0,417
2015-11-10 12:00:00,2015wk47,190,34,36,19,3,4,16,9,10,38,0,0,7,0,4,0,3,12,3,6,2,6,3,12,24,3,444
2015-11-17 12:00:00,2015wk48,232,22,24,42,1,4,29,10,13,64,1,1,4,1,5,0,4,29,5,7,4,13,5,16,27,5,568
2015-11-24 12:00:00,2015wk49,258,60,38,25,2,5,27,9,12,79,1,0,0,0,9,0,3,21,30,9,2,12,9,10,13,5,639
2015-12-01 12:00:00,2015wk50,260,70,27,44,3,4,22,9,16,105,2,2,7,1,19,0,5,13,5,4,10,8,8,17,28,5,694
2015-12-08 12:00:00,2015wk51,316,29,39,48,10,6,24,7,10,104,1,8,14,0,12,2,7,24,3,8,11,4,12,12,21,6,738
2015-12-15 12:00:00,2015wk52,174,14,33,17,0,3,18,3,5,79,0,6,18,1,8,0,8,16,6,1,0,7,4,15,9,15,460
2015-12-22 12:00:00,2016wk01,142,8,20,32,1,8,16,6,6,109,0,3,13,5,22,0,11,9,3,1,2,6,2,9,10,11,455
2015-12-29 12:00:00,2016wk02,301,31,37,71,2,4,27,10,24,84,3,3,18,6,18,3,9,27,13,16,11,12,14,27,47,19,837
2016-01-05 12:00:00,2016wk03,279,40,26,35,7,5,29,16,30,129,2,0,15,2,14,0,23,32,19,11,2,17,14,23,28,19,817
2016-01-12 12:00:00,2016wk04,328,61,55,50,8,18,17,15,22,135,0,6,2,2,20,2,19,36,21,8,13,18,11,26,27,12,932
2016-01-19 12:00:00,2016wk05,472,106,59,64,13,8,43,25,33,137,3,8,15,12,32,0,20,60,16,21,4,14,5,13,33,5,1221
2016-01-26 12:00:00,2016wk06,466,51,48,62,9,7,42,13,30,102,2,11,8,2,10,0,23,40,15,6,11,6,6,28,25,14,1037
2016-02-02 12:00:00,2016wk07,354,92,60,51,11,3,27,18,18,64,0,7,4,9,18,2,12,27,17,9,10,4,7,11,36,25,896
2016-02-09 12:00:00,2016wk08,351,46,75,50,8,9,46,25,30,74,1,3,5,2,12,4,14,47,49,11,16,6,9,34,19,20,966
2016-02-16 12:00:00,2016wk09,254,65,58,23,5,3,28,13,31,65,4,6,8,1,17,1,14,35,17,3,1,12,3,25,34,14,740
2016-02-23 12:00:00,2016wk10,287,45,45,38,12,6,29,15,13,33,1,1,2,4,9,0,10,31,25,18,6,6,5,18,20,23,702
2016-03-01 12:00:00,2016wk11,201,75,50,38,7,8,30,9,14,43,1,3,1,12,4,0,12,23,8,7,5,6,4,40,17,13,631
2016-03-08 12:00:00,2016wk12,171,42,27,29,9,1,15,19,12,44,0,0,1,1,13,0,5,15,8,1,4,5,4,29,13,0,468
2016-03-15 12:00:00,2016wk13,186,27,45,6,2,7,16,5,12,26,0,0,0,3,4,0,11,10,8,4,4,9,7,30,22,2,446
2016-03-22 12:00:00,2016wk14,174,34,21,9,4,2,19,1,5,32,0,0,1,1,4,2,8,14,2,7,3,13,0,12,2,4,374
2016-03-29 12:00:00,2016wk15,20,39,23,18,4,7,27,11,7,25,2,2,6,4,6,5,9,21,4,8,4,2,8,38,5,0,489
2016-04-05 12:00:00,2016wk16,136,13,11,13,0,9,4,1,11,12,2,0,0,0,8,0,1,1,0,0,0,1,8,11,7,5,254
2016-04-12 12:00:00,2016wk17,60,9,11,7,4,7,0,3,8,21,1,2,0,8,3,0,1,13,4,2,1,2,1,13,5,5,191
2016-04-19 12:00:00,2016wk18,161,48,54,21,1,2,26,4,16,14,0,0,4,5,6,0,5,11,9,7,3,3,4,35,19,5,463
2016-04-26 12:00:00,2016wk19,192,41,38,26,4,3,23,12,14,18,1,3,8,2,3,2,7,23,9,6,10,10,4,14,22,8,503
2016-05-03 12:00:00,2016wk20,58,0,8,33,3,4,26,8,6,16,0,1,7,1,5,1,3,31,3,2,4,3,5,18,19,7,272
2016-05-10 12:00:00,2016wk21,39,0,1,38,3,2,20,6,7,9,0,7,1,5,1,0,9,12,16,7,5,6,4,42,16,5,261
2016-05-17 12:00:00,2016wk22,50,0,31,27,1,2,17,7,10,16,1,0,0,0,3,0,2,43,6,7,3,6,2,26,12,3,275
2016-05-24 12:00:00,2016wk23,61,0,6,34,12,4,30,8,12,13,2,6,1,3,2,0,13,46,7,2,2,6,5,20,41,3,339
2016-05-31 12:00:00,2016wk24,95,0,19,55,5,8,30,14,17,26,1,4,0,2,18,3,2,62,10,3,5,26,2,58,30,1,496
2016-06-07 12:00:00,2016wk25,67,0,0,1,0,5,0,0,22,14,0,0,0,0,1,0,2,9,1,0,0,11,0,30,0,0,163
2016-06-14 12:00:00,2016wk26,84,0,0,92,10,6,15,25,19,25,0,0,1,5,5,1,10,51,4,3,2,16,0,43,15,4,436
2016-06-21 12:00:00,2016wk27,249,0,0,152,22,18,16,23,59,12,0,1,6,7,8,0,8,103,28,9,8,28,10,81,40,1,889
2016-06-28 12:00:00,2016wk28,351,34,5,172,49,21,22,32,59,33,1,1,7,5,7,0,6,76,22,13,10,29,5,66,28,2,1056
2016-07-05 12:00:00,2016wk29,293,30,102,139,31,18,31,30,48,52,0,1,6,4,2,1,1,87,13,4,19,34,12,72,35,1,1066
2016-07-12 12:00:00,2016wk30,368,47,49,283,45,26,12,30,67,25,2,1,8,4,0,0,6,97,22,12,14,36,12,97,49,0,1312
2016-07-19 12:00:00,2016wk31,433,102,111,160,55,19,104,31,54,48,1,1,6,0,10,10,8,98,16,24,19,20,14,100,26,4,1474
2016-07-26 12:00:00,2016wk32,332,52,57,204,27,20,77,20,49,61,1,0,1,7,12,4,8,99,35,11,14,27,16,108,21,3,1266
2016-08-02 12:00:00,2016wk33,398,124,83,146,18,18,24,15,44,49,2,1,2,5,1,1,2,70,32,13,12,20,12,42,53,2,1189
2016-08-09 12:00:00,2016wk34,347,82,44,127,21,13,49,7,48,32,3,0,3,2,9,0,4,55,14,6,5,16,21,44,21,1,974
2016-08-16 12:00:00,2016wk35,289,109,63,80,14,10,34,7,23,34,2,0,5,4,7,1,5,28,8,12,2,12,4,26,20,2,801
2016-08-23 12:00:00,2016wk36,236,46,15,85,22,8,15,10,29,21,0,1,2,0,7,0,3,32,14,8,6,14,8,33,17,2,634
2016-08-30 12:00:00,2016wk37,136,47,28,89,29,3,29,4,17,26,1,0,2,1,2,0,0,22,7,4,4,8,7,20,12,0,498
2016-09-06 12:00:00,2016wk38,154,64,23,49,21,6,7,6,29,33,0,1,10,0,7,0,6,15,6,6,8,13,2,31,8,2,507
2016-09-13 12:00:00,2016wk39,137,28,35,56,1,5,17,7,18,12,0,0,2,0,5,0,2,22,1,11,3,20,10,17,8,0,417
2016-09-20 12:00:00,2016wk40,142,31,31,43,12,5,26,15,29,22,0,2,1,0,1,0,3,23,16,14,5,20,6,30,20,5,502
2016-09-27 12:00:00,2016wk41,143,16,27,51,5,6,55,7,15,26,2,0,1,3,3,1,1,12,5,16,3,30,4,15,7,0,454
2016-10-04 12:00:00,2016wk42,89,31,26,27,17,5,87,7,25,31,2,0,4,1,2,0,2,23,3,2,1,45,2,24,23,13,492
2016-10-11 12:00:00,2016wk43,113,14,26,35,29,7,44,5,17,17,1,3,3,5,1,0,3,13,1,2,2,60,7,29,12,2,451
2016-10-18 12:00:00,2016wk44,96,38,20,23,2,2,30,7,21,20,0,1,2,1,7,0,0,8,4,2,4,17,0,20,13,2,340
2016-10-25 12:00:00,2016wk45,78,23,20,34,13,3,27,7,15,20,0,1,1,0,2,0,2,13,0,9,2,35,5,18,16,16,360
2016-11-01 12:00:00,2016wk46,84,25,23,42,7,2,74,2,24,25,0,2,2,2,1,0,2,20,1,0,4,16,10,20,19,9,416
2016-11-08 12:00:00,2016wk47,60,13,20,15,5,3,34,9,17,38,0,6,0,2,2,0,1,13,3,4,2,16,1,10,14,7,295
2016-11-15 12:00:00,2016wk48,85,28,9,16,18,2,17,11,20,31,0,2,2,2,2,1,2,21,6,5,7,20,2,24,6,13,352
2016-11-22 12:00:00,2016wk49,160,4,13,22,10,5,70,11,24,40,0,4,0,1,6,2,3,20,9,2,6,33,8,30,10,10,501
