Date,Report Week,Colombo,Gampaha,Kalutara,Kandy,Matale,NuwaraEliya,Galle,Hambantota,Matara,Jaffna,Kilinochchi,Mannar,Vavuniya,Mullaitivu,Batticaloa,Ampara,Trincomalee,Kurunegala,Puttalam,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Ratnapura,Kegalle,Kalmunai,SRILANKA
2016-11-29 12:00:00,2016wk50,158,23,28,32,19,0,33,21,12,67,0,6,9,0,10,3,1,24,16,3,0,17,6,29,11,6,534
2016-12-06 12:00:00,2016wk51,319,31,45,22,13,7,91,21,35,62,1,0,12,4,13,0,1,15,5,4,3,6,5,26,7,11,759
2016-12-13 12:00:00,2016wk52,374,7,40,43,2,3,7,23,11,40,0,8,3,2,9,0,38,21,3,1,1,2,12,20,0,4,674
2016-12-20 12:00:00,2016wk53,547,44,77,67,4,5,79,26,38,57,8,8,0,1,17,0,52,37,2,7,11,18,17,42,22,21,1207
2016-12-27 12:00:00,2017wk01,511,137,88,66,25,12,176,31,73,145,0,37,0,1,43,5,22,80,18,16,11,40,21,63,34,90,1745
2017-01-03 12:00:00,2017wk02,342,84,38,43,19,11,111,18,69,126,2,29,27,5,25,0,33,90,10,15,6,58,15,57,41,37,1311
2017-01-10 12:00:00,2017wk03,531,29,91,69,14,12,120,38,114,48,5,55,3,3,9,0,59,60,33,10,7,63,9,70,20,37,1509
2017-01-17 12:00:00,2017wk04,565,98,132,74,37,9,150,60,124,118,6,31,15,10,22,2,145,85,20,16,7,55,30,104,46,42,2003
2017-01-24 12:00:00,2017wk05,482,42,63,49,35,9,101,28,121,75,8,21,12,13,52,18,144,75,12,13,8,26,14,45,40,14,1520
2017-01-31 12:00:00,2017wk06,417,20,50,25,8,9,28,24,118,56,6,22,18,0,27,2,132,37,9,11,17,32,20,34,31,12,1165
2017-02-07 12:00:00,2017wk07,408,85,72,60,18,3,108,36,88,81,1,22,10,5,76,1,139,51,15,32,16,14,13,79,33,22,1488
2017-02-14 12:00:00,2017wk08,444,66,55,51,22,5,83,55,96,118,4,26,23,9,37,2,144,75,17,16,5,20,24,26,27,9,1459
2017-02-21 12:00:00,2017wk09,220,23,40,28,22,4,53,24,69,165,1,16,15,4,55,1,225,49,26,16,5,22,19,43,20,4,1169
2017-02-28 12:00:00,2017wk10,427,51,108,71,10,5,67,33,91,138,7,16,27,2,44,10,273,75,10,28,6,20,17,54,35,33,1658
2017-03-07 12:00:00,2017wk11,379,100,74,69,28,10,71,49,48,185,2,15,22,5,55,8,234,79,34,8,15,33,16,69,48,16,1672
2017-03-14 12:00:00,2017wk12,469,381,209,82,30,4,61,65,49,154,8,9,34,5,152,13,396,89,45,49,62,14,17,14,91,81,2594
2017-03-21 12:00:00,2017wk13,528,409,176,66,20,2,110,89,76,207,6,11,31,6,178,12,435,85,52,68,108,25,36,39,120,76,2983
2017-03-28 12:00:00,2017wk14,497,509,163,46,23,15,56,79,72,174,6,13,29,3,229,12,425,131,42,52,71,30,28,26,95,69,2908
2017-04-04 12:00:00,2017wk15,664,419,186,66,25,3,51,76,76,146,14,43,29,8,197,20,404,129,50,44,31,21,42,34,99,80,2971
2017-04-11 12:00:00,2017wk16,332,389,152,41,13,10,16,32,50,96,11,8,24,3,269,10,190,103,36,24,23,14,28,20,56,42,2007
2017-04-18 12:00:00,2017wk17,823,627,213,208,48,17,90,134,126,137,11,25,21,3,384,14,199,205,94,71,89,66,42,41,203,103,4010
2017-04-25 12:00:00,2017wk18,751,637,188,130,34,7,108,91,102,120,10,14,9,2,332,28,143,192,138,54,54,71,55,31,161,107,3586
2017-05-02 12:00:00,2017wk19,777,953,242,162,15,7,88,65,104,79,6,22,18,8,229,19,54,240,143,67,43,54,63,26,190,133,3825
2017-05-09 12:00:00,2017wk20,772,567,208,191,48,13,76,46,107,73,4,10,15,0,209,23,47,247,127,66,34,32,19,23,186,93,3255
2017-05-16 12:00:00,2017wk21,845,820,282,250,56,20,101,93,157,80,7,19,17,10,217,18,35,526,154,61,43,25,62,69,451,241,4679
2017-05-23 12:00:00,2017wk22,939,828,214,261,46,17,129,68,120,69,4,9,15,9,214,15,22,268,188,55,42,49,42,46,334,233,4257
2017-05-30 12:00:00,2017wk23,821,729,158,288,75,7,125,77,73,56,3,4,13,10,136,18,31,504,119,71,23,36,56,86,334,343,4218
2017-06-06 12:00:00,2017wk24,914,718,238,344,70,15,127,83,121,59,6,5,16,8,107,18,34,424,134,65,17,24,49,69,369,399,4456
2017-06-13 12:00:00,2017wk25,1032,871,219,426,78,18,103,73,151,53,2,2,16,6,82,14,19,290,175,60,27,33,82,85,336,445,4722
2017-06-20 12:00:00,2017wk26,1267,1139,344,652,96,30,121,90,149,57,5,8,17,3,83,20,29,444,200,122,26,63,114,120,555,460,6239
2017-06-27 12:00:00,2017wk27,1338,1444,289,585,117,24,106,61,87,63,5,4,19,10,57,35,21,306,155,60,34,34,85,89,314,298,5666
2017-07-04 12:00:00,2017wk28,1779,1802,598,1002,204,80,287,117,464,86,27,8,44,25,85,55,33,564,341,244,123,278,168,920,632,52,9974
2017-07-11 12:00:00,2017wk29,1762,2631,703,869,204,58,192,138,378,111,27,2,31,12,43,42,19,681,284,116,63,305,137,649,671,32,999
2017-07-18 12:00:00,2017wk30,1972,2471,660,922,183,71,261,147,458,93,20,3,16,19,85,50,42,569,285,172,56,290,155,728,807,55,10441
2017-07-25 12:00:00,2017wk31,1958,2135,616,1062,175,85,332,127,489,86,16,10,8,15,60,78,35,486,394,177,48,298,109,715,441,58,9899
2017-08-01 12:00:00,2017wk32,1713,1315,562,687,145,48,288,121,304,73,28,0,16,10,42,33,21,477,392,112,24,146,96,552,439,48,7752
2017-08-08 12:00:00,2017wk33,836,918,310,670,150,49,233,116,329,65,12,0,11,13,67,24,26,423,290,71,20,143,80,445,431,41,5773
2017-08-15 12:00:00,2017wk34,674,683,295,518,148,40,229,63,233,88,11,1,9,2,51,17,15,341,311,57,23,102,113,339,419,30,4812
2017-08-22 12:00:00,2017wk35,397,385,223,344,45,22,127,59,163,64,8,4,4,16,37,26,14,246,199,34,7,68,59,256,395,25,3227
2017-08-29 12:00:00,2017wk36,358,410,158,252,34,9,110,28,95,48,6,0,4,3,34,11,9,148,105,20,12,48,53,133,217,29,2334
2017-09-05 12:00:00,2017wk37,273,227,73,179,26,10,67,55,88,46,3,3,7,1,32,11,16,161,89,19,4,60,77,167,198,26,1918
2017-09-12 12:00:00,2017wk38,219,245,170,206,35,8,70,48,66,75,15,0,10,5,33,13,8,102,75,20,9,65,62,160,126,26,1871
2017-09-19 12:00:00,2017wk39,216,196,63,198,32,9,81,55,88,64,1,0,12,4,23,10,13,92,61,10,7,53,67,102,102,29,1588
2017-09-26 12:00:00,2017wk40,185,162,90,182,22,3,36,51,64,97,5,0,16,7,21,17,20,73,89,18,12,44,41,123,103,17,1498
2017-10-03 12:00:00,2017wk41,207,206,67,183,30,6,31,47,50,126,6,2,7,6,26,11,16,62,111,14,9,25,61,78,93,28,1508
2017-10-10 12:00:00,2017wk42,234,180,91,239,35,6,50,41,43,131,4,0,9,3,34,8,19,97,119,20,20,53,64,79,60,43,1682
2017-10-17 12:00:00,2017wk43,161,155,80,203,52,7,28,50,43,153,3,3,15,1,45,12,14,71,128,20,11,45,85,58,48,35,1526
2017-10-24 12:00:00,2017wk44,221,238,99,196,60,8,51,36,38,183,4,1,17,6,35,10,21,138,143,25,16,28,147,50,63,53,1887
2017-10-31 12:00:00,2017wk45,253,250,94,183,59,3,57,43,42,128,1,2,23,0,31,11,11,177,193,27,11,32,90,51,56,35,1863
2017-11-07 12:00:00,2017wk46,320,249,134,280,34,8,57,98,51,147,7,3,26,14,74,9,31,229,300,33,24,47,100,105,67,60,2507
2017-11-14 12:00:00,2017wk47,238,345,141,220,63,3,45,60,41,126,5,1,29,5,85,8,34,156,312,40,10,56,73,35,59,48,2238
2017-11-21 12:00:00,2017wk48,320,234,159,201,58,8,109,43,47,108,15,2,19,5,81,5,29,185,232,53,20,39,71,64,68,53,2228
2017-11-28 12:00:00,2017wk49,275,289,64,204,41,6,57,28,40,146,3,1,33,6,97,9,16,119,249,38,15,37,51,44,35,65,1968
2017-12-05 12:00:00,2017wk50,367,323,141,222,67,13,93,48,39,188,6,7,21,5,103,7,30,181,244,51,24,48,71,64,64,115,2542
2017-12-12 12:00:00,2017wk51,346,247,125,224,41,6,49,36,38,191,7,7,34,11,117,24,32,88,212,36,16,40,54,89,74,126,2270
2017-12-19 12:00:00,2017wk52,324,176,105,180,30,9,63,34,32,229,8,3,28,11,117,8,17,87,230,40,9,30,68,60,49,124,2071
2017-12-26 12:00:00,2018wk01,290,184,101,127,36,5,54,35,33,158,8,4,27,7,122,12,25,87,200,26,9,23,47,49,47,153,1869
2018-01-02 12:00:00,2018wk02,260,208,124,157,32,6,18,31,17,230,11,3,26,6,168,0,34,138,149,32,12,24,53,50,51,173,2013
2018-01-09 12:00:00,2018wk03,330,194,120,114,50,2,21,33,44,156,8,4,20,2,143,6,26,133,126,25,9,22,45,46,28,136,1843
2018-01-16 12:00:00,2018wk04,291,162,87,97,24,10,3,36,36,131,6,4,17,1,142,8,12,143,119,24,13,18,53,51,66,150,1704
2018-01-23 12:00:00,2018wk05,278,147,102,113,33,5,20,26,36,120,13,1,8,1,145,10,20,91,143,26,11,10,34,31,43,114,1581
2018-01-30 12:00:00,2018wk06,196,105,103,82,24,4,8,24,29,102,2,2,15,2,132,4,24,83,84,34,5,15,32,42,29,80,1262
2018-02-06 12:00:00,2018wk07,147,130,88,73,20,4,10,25,39,77,5,0,12,0,122,2,19,72,67,25,2,8,33,58,37,74,1149
2018-02-13 12:00:00,2018wk08,138,80,67,67,8,4,14,31,20,68,17,0,12,0,126,6,16,59,57,22,10,10,20,57,28,48,985
2018-02-20 12:00:00,2018wk09,134,89,56,49,17,4,3,40,32,63,6,0,7,0,116,2,21,95,62,39,3,6,35,42,20,28,969
2018-02-27 12:00:00,2018wk10,121,65,86,35,13,3,2,28,23,40,6,4,11,0,109,1,14,42,40,16,3,5,27,23,8,31,756
2018-03-06 12:00:00,2018wk11,102,60,70,29,13,2,2,26,18,47,9,0,11,0,111,1,16,41,23,21,4,3,18,33,29,30,719
2018-03-13 12:00:00,2018wk12,77,41,50,35,21,2,5,31,22,45,6,1,10,2,109,4,4,42,18,10,2,4,21,41,24,26,653
2018-03-20 12:00:00,2018wk13,100,44,73,30,14,2,7,15,19,47,4,1,10,3,104,8,9,38,31,11,5,10,10,37,21,36,689
2018-03-27 12:00:00,2018wk14,75,29,26,52,7,1,9,25,13,28,4,0,8,1,115,0,10,13,12,4,3,6,5,20,22,17,505
2018-04-03 12:00:00,2018wk15,98,53,29,37,12,4,13,19,21,28,4,3,10,2,116,1,12,30,12,10,8,9,15,40,17,38,641
2018-04-10 12:00:00,2018wk16,72,44,16,33,8,6,13,6,8,20,3,1,2,1,133,4,9,15,16,6,4,11,2,28,12,36,509
2018-04-17 12:00:00,2018wk17,98,32,39,34,25,4,16,18,9,22,10,1,5,1,166,0,21,25,13,11,2,5,17,49,17,30,670
2018-04-24 12:00:00,2018wk18,135,46,52,36,26,1,12,18,12,16,1,0,7,0,162,3,23,31,20,20,11,7,13,52,50,44,798
2018-05-01 12:00:00,2018wk19,109,34,35,62,24,5,7,3,7,19,7,0,5,0,165,1,16,32,30,18,2,6,2,61,22,46,718
2018-05-08 12:00:00,2018wk20,116,56,35,63,29,4,13,5,6,29,2,1,1,3,234,1,42,26,29,12,5,5,14,56,26,26,839
2018-05-15 12:00:00,2018wk21,168,53,44,80,41,3,20,5,18,23,1,0,11,1,222,2,34,25,6,20,7,7,24,80,30,58,983
2018-05-22 12:00:00,2018wk22,222,90,55,91,23,3,14,8,10,29,10,1,7,1,187,2,27,37,38,26,11,9,10,62,29,18,1020
2018-05-29 12:00:00,2018wk23,193,76,49,74,19,2,9,8,1,88,8,4,6,2,169,6,25,46,29,17,6,5,19,75,40,14,990
2018-06-05 12:00:00,2018wk24,220,110,93,94,24,3,28,16,12,64,5,1,10,3,147,20,36,33,23,28,11,10,11,35,19,23,1079
2018-06-12 12:00:00,2018wk25,266,120,59,85,16,8,18,11,8,94,11,0,15,4,129,4,33,21,15,7,3,15,18,44,16,24,1044
2018-06-19 12:00:00,2018wk26,278,150,33,65,13,1,11,12,8,109,13,0,25,3,113,10,64,31,11,3,6,12,15,16,23,5,1030
2018-06-26 12:00:00,2018wk27,335,212,93,93,16,1,22,11,14,84,8,4,33,5,131,7,60,52,18,31,2,16,16,59,34,13,1370
2018-07-03 12:00:00,2018wk28,449,235,126,140,33,9,47,26,22,93,13,16,24,8,120,32,52,89,61,45,28,20,17,148,52,37,1942
2018-07-10 12:00:00,2018wk29,431,212,123,119,27,4,36,33,53,77,8,17,26,1,74,17,57,71,34,45,12,20,19,109,55,35,1715
2018-07-17 12:00:00,2018wk30,380,225,85,151,37,10,23,17,35,85,9,34,22,4,77,8,43,60,27,29,5,21,16,67,53,28,1551
2018-07-24 12:00:00,2018wk31,308,180,88,84,24,14,27,27,42,46,3,44,14,4,59,3,23,64,28,17,6,13,20,49,40,20,1247
2018-07-31 12:00:00,2018wk32,343,187,51,120,18,8,13,21,49,69,7,23,21,2,52,5,23,86,22,24,10,24,21,69,39,24,1331
2018-08-07 12:00:00,2018wk33,241,150,51,93,22,5,13,14,30,50,3,10,13,5,31,10,23,45,0,17,8,15,12,37,47,15,960
2018-08-14 12:00:00,2018wk34,201,135,50,76,18,2,10,15,24,38,6,3,14,2,40,1,16,28,4,12,4,11,11,45,31,7,804
2018-08-21 12:00:00,2018wk35,142,94,46,50,14,3,13,11,20,26,9,3,19,5,17,2,9,23,2,9,3,10,16,26,22,17,611
2018-08-28 12:00:00,2018wk36,110,95,64,54,9,5,13,17,36,18,2,0,8,4,16,2,4,28,3,6,1,12,10,30,26,14,587
2018-09-04 12:00:00,2018wk37,102,100,37,96,9,7,11,8,34,21,11,0,4,2,25,2,10,31,12,15,8,8,10,20,22,9,614
2018-09-11 12:00:00,2018wk38,97,92,28,73,7,1,7,7,21,38,14,2,4,1,20,3,7,20,17,6,5,18,7,13,17,10,535
2018-09-18 12:00:00,2018wk39,97,80,22,53,6,3,9,6,13,35,2,2,6,4,15,2,4,20,19,4,1,6,6,24,9,7,455
2018-09-25 12:00:00,2018wk40,91,78,32,51,4,0,6,10,7,21,7,0,9,0,21,0,2,21,17,7,4,7,10,21,9,10,445
2018-10-02 12:00:00,2018wk41,75,46,28,41,4,5,8,18,16,33,2,2,4,2,23,2,10,20,12,5,1,7,9,20,9,13,415
2018-10-09 12:00:00,2018wk42,78,70,26,48,5,2,8,12,18,58,1,1,6,0,19,3,0,16,9,5,0,10,7,17,29,8,456
2018-10-16 12:00:00,2018wk43,92,53,16,52,7,5,8,5,7,58,1,3,6,5,40,2,1,12,40,6,3,8,6,21,19,6,482
2018-10-23 12:00:00,2018wk44,127,68,17,52,7,1,10,13,6,54,5,0,6,1,34,1,2,20,46,10,4,14,7,21,20,6,552
2018-10-30 12:00:00,2018wk45,133,72,31,83,8,2,4,11,13,82,2,0,6,0,21,3,7,50,65,13,1,13,3,21,12,12,668
2018-11-06 12:00:00,2018wk46,161,89,44,73,5,2,7,12,21,107,8,1,7,3,34,3,9,41,47,11,7,10,7,33,26,12,780
2018-11-13 12:00:00,2018wk47,199,116,53,89,7,1,15,14,18,105,9,1,8,0,46,5,19,33,62,9,7,18,7,44,37,13,935
2018-11-20 12:00:00,2018wk48,207,139,45,64,13,3,15,16,14,104,6,1,6,0,68,3,19,39,42,11,2,11,6,23,35,9,901
2018-11-27 12:00:00,2018wk49,277,174,60,51,10,6,25,47,23,127,7,3,16,4,58,11,43,57,85,19,7,12,11,42,47,31,1253
2018-12-04 12:00:00,2018wk50,331,201,89,120,20,2,20,24,40,206,4,0,13,1,48,3,37,38,51,16,11,15,13,44,41,21,1409
2018-12-11 12:00:00,2018wk51,292,213,83,75,12,8,26,33,25,270,2,14,9,5,72,5,53,62,59,13,6,11,20,52,24,30,1474
2018-12-18 12:00:00,2018wk52,390,172,76,90,21,3,22,25,41,219,8,4,17,0,50,8,45,51,28,12,9,16,13,36,40,32,1428
2018-12-25 12:00:00,2019wk01,320,151,102,54,7,2,17,19,35,236,13,4,11,1,47,0,26,45,27,18,8,22,8,25,32,22,1252
2019-01-01 12:00:00,2019wk02,299,154,110,53,19,9,16,33,62,247,7,8,7,4,52,6,39,46,20,9,10,20,19,41,42,27,1359
2019-01-08 12:00:00,2019wk03,326,188,93,96,7,10,41,41,51,252,4,6,22,2,55,9,32,66,23,9,9,24,16,49,31,27,1489
2019-01-15 12:00:00,2019wk04,259,161,78,70,19,3,43,37,42,211,8,10,5,5,41,6,5,58,20,19,12,23,13,36,36,36,1256
2019-01-22 12:00:00,2019wk05,341,177,70,69,17,4,30,29,64,190,15,3,7,2,43,4,11,44,16,25,7,12,12,48,41,17,1298
2019-01-29 12:00:00,2019wk06,232,134,53,70,17,8,42,29,54,153,9,4,8,2,36,6,6,36,12,12,7,19,13,48,33,24,1067
2019-02-05 12:00:00,2019wk07,201,118,31,54,14,1,32,20,29,129,3,7,12,0,41,5,21,37,20,16,2,17,10,45,14,20,899
2019-02-12 12:00:00,2019wk08,215,107,42,58,6,4,27,30,29,86,5,2,15,7,48,3,17,31,14,11,3,15,7,34,22,31,869
2019-02-19 12:00:00,2019wk09,144,69,40,47,16,4,19,12,21,86,6,1,4,3,70,4,19,33,15,12,6,17,8,38,29,19,742
2019-02-26 12:00:00,2019wk10,153,108,45,39,24,3,28,20,21,56,5,0,12,0,44,9,18,22,14,16,10,10,9,28,30,21,745
2019-03-05 12:00:00,2019wk11,170,99,42,53,15,1,44,17,13,49,4,4,14,6,44,3,39,43,8,9,4,12,7,33,19,14,766
2019-03-12 12:00:00,2019wk12,173,103,35,52,6,2,50,12,33,57,2,1,7,1,53,7,38,21,14,8,3,23,11,35,28,19,794
2019-03-19 12:00:00,2019wk13,184,101,43,35,7,3,13,9,11,64,3,2,13,1,34,6,30,25,9,12,2,13,13,30,15,17,695
2019-03-26 12:00:00,2019wk14,135,57,49,50,5,3,21,21,22,42,2,4,11,0,24,12,16,33,6,5,6,14,9,64,17,41,669
2019-04-02 12:00:00,2019wk15,166,91,38,35,3,1,35,20,24,54,3,1,1,1,43,3,35,28,9,9,2,9,8,30,16,22,687
2019-04-09 12:00:00,2019wk16,136,64,42,51,7,2,23,8,29,31,1,1,3,0,27,3,17,32,5,5,5,9,3,34,10,17,565
2019-04-16 12:00:00,2019wk17,99,75,35,45,2,1,16,10,15,32,4,1,5,0,19,0,30,24,8,4,4,4,7,13,13,12,478
2019-04-23 12:00:00,2019wk18,178,114,70,61,3,2,50,42,38,44,2,4,7,0,25,5,13,25,6,7,6,15,21,75,48,9,870
2019-04-30 12:00:00,2019wk19,168,100,52,63,8,3,43,23,31,20,1,2,3,1,21,2,10,20,7,8,5,7,8,30,23,16,675
2019-05-07 12:00:00,2019wk20,143,99,73,70,6,1,91,26,21,32,3,1,0,1,20,1,5,24,7,5,6,8,4,43,30,8,728
2019-05-14 12:00:00,2019wk21,192,121,54,45,5,6,133,15,18,30,1,2,4,0,20,3,12,14,7,1,5,9,3,30,13,17,760
2019-05-21 12:00:00,2019wk22,152,32,63,60,7,6,139,21,25,32,0,0,3,1,13,3,10,28,5,7,0,4,4,47,14,16,692
2019-05-28 12:00:00,2019wk23,211,102,92,58,2,3,223,24,35,9,7,1,4,1,25,2,20,29,3,7,6,13,10,65,30,7,989
2019-06-04 12:00:00,2019wk24,233,141,99,64,8,5,278,20,42,14,4,1,1,0,22,3,24,31,13,12,9,14,9,78,36,11,1172
2019-06-11 12:00:00,2019wk25,280,152,156,71,12,5,238,35,103,8,1,1,2,1,10,9,25,20,24,15,15,13,10,70,34,11,1321
2019-06-18 12:00:00,2019wk26,279,80,129,62,19,5,148,21,68,16,3,1,0,0,21,3,14,35,18,4,3,35,15,57,24,4,1064
2019-06-25 12:00:00,2019wk27,334,228,153,81,12,7,236,48,82,20,0,0,5,0,10,9,12,37,29,10,6,25,25,72,57,10,1508
2019-07-02 12:00:00,2019wk28,303,60,26,83,10,6,187,25,119,18,1,0,0,0,9,1,8,30,12,4,10,18,11,37,17,3,998
2019-07-09 12:00:00,2019wk29,477,432,220,141,17,13,275,47,131,23,2,0,5,0,20,8,4,53,37,16,15,39,10,77,63,6,2131
2019-07-16 12:00:00,2019wk30,474,453,198,138,14,8,151,78,192,28,1,0,5,0,21,5,20,69,39,18,11,27,8,87,59,6,2110
2019-07-23 12:00:00,2019wk31,489,487,188,134,15,4,186,78,129,21,4,0,1,1,15,9,15,68,29,16,9,22,16,91,51,9,2087
2019-07-30 12:00:00,2019wk32,401,318,196,154,16,7,246,53,223,20,2,2,4,0,19,3,15,47,32,12,9,36,11,85,48,6,1965
2019-08-06 12:00:00,2019wk33,391,372,234,134,15,3,253,94,130,23,1,0,2,1,15,8,12,63,30,26,6,20,0,95,65,11,2004
2019-08-13 12:00:00,2019wk34,389,362,138,87,10,5,160,49,110,19,0,0,4,0,22,7,8,55,30,20,14,29,0,74,34,4,1630
2019-08-20 12:00:00,2019wk35,399,440,206,148,18,10,133,48,172,29,0,0,2,0,22,5,9,67,40,20,7,37,0,88,66,3,1969
2019-08-27 12:00:00,2019wk36,323,368,147,154,15,6,137,27,82,19,2,0,3,1,18,10,6,27,18,12,7,18,0,71,45,7,1523
2019-09-03 12:00:00,2019wk37,297,280,178,139,12,8,120,43,81,19,3,1,2,0,21,9,7,36,27,9,2,29,0,85,57,8,1473
2019-09-10 12:00:00,2019wk38,349,349,151,141,14,13,98,53,90,43,0,0,2,0,14,2,9,31,23,7,13,24,0,75,67,9,1577
2019-09-17 12:00:00,2019wk39,396,386,190,258,15,4,122,39,117,46,6,0,1,0,12,7,11,36,42,10,8,38,0,141,83,4,1972
2019-09-24 12:00:00,2019wk40,420,240,214,246,17,7,90,58,95,46,4,0,12,0,17,0,13,58,57,15,8,34,0,88,110,3,1852
2019-10-01 12:00:00,2019wk41,647,351,178,331,21,13,105,55,116,77,8,0,7,1,24,7,15,103,69,13,13,40,0,77,99,8,2378
2019-10-08 12:00:00,2019wk42,582,357,215,316,34,10,97,47,110,92,6,5,16,3,39,12,5,59,72,15,14,37,0,114,73,10,2340
